Index,Trace_Name,station_code,event_time,Subset,True_Time_s,Coarse_Pred_s,Final_Pred_s,Coarse_Error_s,Final_Error_s,Coarse_Abs_Error_s,Final_Abs_Error_s,station_lon,station_lat,event_lon,event_lat,Mw,depth_km,epicentral_distance_km,basin
249,acNIG0171207101249,NIG017,2012-07-10 12:49:00,training,32.24800049,32.94135498,31.67811279,0.693354492,-0.569887695,0.693354492,0.569887695,138.84,37.44,138.39,36.83,5.2,9,78.69,Niigata Basin
250,acNIG0191207101249,NIG019,2012-07-10 12:49:00,training,34.23300049,35.11322266,34.28523926,0.880222168,0.05223877,0.880222168,0.05223877,138.81,37.3,138.39,36.83,5.2,9,64.19,Niigata Basin
251,acNIG0261207101249,NIG026,2012-07-10 12:49:00,training,21.555,20.89190918,23.43858154,-0.66309082,1.883581543,0.66309082,1.883581543,138.25,37.02,138.39,36.83,5.2,9,24.52,Niigata Basin
252,acNIG0091411222208,NIG009,2014-11-22 22:08:00,training,15.85900024,17.72547363,17.24319702,1.866473389,1.384196777,1.866473389,1.384196777,139.34,37.95,137.89,36.69,6.7,5,189.92,Niigata Basin
253,acNIG0131411222208,NIG013,2014-11-22 22:08:00,training,79.72299805,65.46504883,60.34289917,-14.25794922,-19.38009888,14.25794922,19.38009888,138.88,37.76,137.89,36.69,6.7,5,147.78,Niigata Basin
254,acNIG0141411222208,NIG014,2014-11-22 22:08:00,training,19.725,21.59769775,24.57211914,1.872697754,4.847119141,1.872697754,4.847119141,138.96,37.64,137.89,36.69,6.7,5,141.94,Niigata Basin
255,acNIG0181411222208,NIG018,2014-11-22 22:08:00,training,56.61299805,45.26896484,48.24288086,-11.3440332,-8.370117188,11.3440332,8.370117188,138.56,37.37,137.89,36.69,6.7,5,96.2,Niigata Basin
256,acNIG0191411222208,NIG019,2014-11-22 22:08:00,training,43.155,41.39662109,43.47766357,-1.758378906,0.322663574,1.758378906,0.322663574,138.81,37.3,137.89,36.69,6.7,5,106.19,Niigata Basin
257,acNIG0211411222208,NIG021,2014-11-22 22:08:00,training,42.63,39.88046631,43.16874512,-2.749533691,0.538745117,2.749533691,0.538745117,138.78,37.2,137.89,36.69,6.7,5,97.32,Niigata Basin
258,acNIG0231411222208,NIG023,2014-11-22 22:08:00,training,24.54899902,26.056604,23.97565063,1.50760498,-0.573348389,1.50760498,0.573348389,138.65,37.01,137.89,36.69,6.7,5,76.41,Niigata Basin
259,acNIG0281411222208,NIG028,2014-11-22 22:08:00,training,40.27600098,39.12991943,40.14062744,-1.146081543,-0.135373535,1.146081543,0.135373535,138.89,37.43,137.89,36.69,6.7,5,121.01,Niigata Basin
260,acNIGH131411222208,NIGH13,2014-11-22 22:08:00,training,31.37199951,33.36304443,30.93560425,1.991044922,-0.436395264,1.991044922,0.436395264,138.4,37.05,137.89,36.69,6.7,5,60.5,Niigata Basin
261,acNGN0011805121029,NGN001,2018-05-12 10:29:00,training,25.03100098,23.5206665,25.24923096,-1.510334473,0.21822998,1.510334473,0.21822998,138.37,36.85,137.9,36.63,5.2,11,48.5,Niigata Basin
262,acNGN0021805121029,NGN002,2018-05-12 10:29:00,training,27.71699951,25.22162842,23.05324463,-2.495371094,-4.663754883,2.495371094,4.663754883,138.21,36.81,137.9,36.63,5.2,11,34.12,Niigata Basin
263,acNIG0191805121029,NIG019,2018-05-12 10:29:00,training,21.58699951,22.8582959,24.7565332,1.271296387,3.169533691,1.271296387,3.169533691,138.81,37.3,137.9,36.63,5.2,11,109.94,Niigata Basin
264,acNIG0211805121029,NIG021,2018-05-12 10:29:00,training,25.78199951,26.51560547,26.56714966,0.733605957,0.785150146,0.733605957,0.785150146,138.78,37.2,137.9,36.63,5.2,11,100.69,Niigata Basin
265,acNIG0241805121029,NIG024,2018-05-12 10:29:00,training,21.14199951,20.16609863,25.31640137,-0.975900879,4.174401855,0.975900879,4.174401855,138.44,37.13,137.9,36.63,5.2,11,73.47,Niigata Basin
266,acNIG0251805121029,NIG025,2018-05-12 10:29:00,holdout_evaluation,29.15399902,25.85081543,30.08365723,-3.303183594,0.929658203,3.303183594,0.929658203,138.22,37.16,137.9,36.63,5.2,11,65.44,Niigata Basin
267,acNIG0261805121029,NIG026,2018-05-12 10:29:00,training,21.21399902,20.44752808,22.876875,-0.766470947,1.662875977,0.766470947,1.662875977,138.25,37.02,137.9,36.63,5.2,11,53.4,Niigata Basin
268,acNIGH111805121029,NIGH11,2018-05-12 10:29:00,training,50.33100098,48.33702637,49.29278076,-1.993974609,-1.038220215,1.993974609,1.038220215,138.74,37.17,137.9,36.63,5.2,11,95.84,Niigata Basin
269,acNGN0011805252113,NGN001,2018-05-25 21:13:00,training,22.46800049,23.51981689,22.93604004,1.051816406,0.468039551,1.051816406,0.468039551,138.37,36.85,138.59,36.94,5.2,6,21.97,Niigata Basin
270,acNGN0021805252113,NGN002,2018-05-25 21:13:00,holdout_evaluation,22.92100098,20.8194458,25.51236816,-2.101555176,2.591367188,2.101555176,2.591367188,138.21,36.81,138.59,36.94,5.2,6,36.76,Niigata Basin
271,acNGN0061805252113,NGN006,2018-05-25 21:13:00,training,29.02199951,26.69663086,31.36542969,-2.325368652,2.343430176,2.325368652,2.343430176,137.85,36.51,138.59,36.94,5.2,6,81.46,Niigata Basin
272,acNGNH271805252113,NGNH27,2018-05-25 21:13:00,holdout_evaluation,35.67100098,33.77466797,33.37337891,-1.896333008,-2.29762207,1.896333008,2.29762207,138.05,36.58,138.59,36.94,5.2,6,62.58,Niigata Basin
273,acNIG0131805252113,NIG013,2018-05-25 21:13:00,training,40.53800049,36.0484668,39.51952393,-4.489533691,-1.018476562,4.489533691,1.018476562,138.88,37.76,138.59,36.94,5.2,6,94.71,Niigata Basin
274,acNIG0141805252113,NIG014,2018-05-25 21:13:00,training,44.27899902,35.81061768,38.50041748,-8.468381348,-5.778581543,8.468381348,5.778581543,138.96,37.64,138.59,36.94,5.2,6,84.44,Niigata Basin
275,acNIG0171805252113,NIG017,2018-05-25 21:13:00,training,30.52399902,30.0353418,29.96478271,-0.488657227,-0.559216309,0.488657227,0.559216309,138.84,37.44,138.59,36.94,5.2,6,59.85,Niigata Basin
276,acNIG0181805252113,NIG018,2018-05-25 21:13:00,training,20.96399902,20.16015747,20.1567334,-0.803841553,-0.807265625,0.803841553,0.807265625,138.56,37.37,138.59,36.94,5.2,6,47.89,Niigata Basin
277,acNIG0191805252113,NIG019,2018-05-25 21:13:00,holdout_evaluation,27.09899902,35.9960498,35.53303955,8.897050781,8.434040527,8.897050781,8.434040527,138.81,37.3,138.59,36.94,5.2,6,44.53,Niigata Basin
278,acNIG0211805252113,NIG021,2018-05-25 21:13:00,training,26.29600098,25.88137695,30.89580566,-0.414624023,4.599804688,0.414624023,4.599804688,138.78,37.2,138.59,36.94,5.2,6,33.47,Niigata Basin
279,acNIG0241805252113,NIG024,2018-05-25 21:13:00,training,24.60600098,24.0715918,24.88951904,-0.53440918,0.283518066,0.53440918,0.283518066,138.44,37.13,138.59,36.94,5.2,6,24.97,Niigata Basin
280,acNIG0261805252113,NIG026,2018-05-25 21:13:00,training,24.16800049,22.92210693,26.07082275,-1.245893555,1.902822266,1.245893555,1.902822266,138.25,37.02,138.59,36.94,5.2,6,31.48,Niigata Basin
281,acNIGH171805252113,NIGH17,2018-05-25 21:13:00,training,31.24699951,30.26058594,30.32039795,-0.986413574,-0.926601562,0.986413574,0.926601562,138.1,36.86,138.59,36.94,5.2,6,44.47,Niigata Basin
282,acCHB0011103091145,CHB001,2011-03-09 11:45:00,training,44.05399902,45.38351563,45.48670654,1.329516602,1.43270752,1.329516602,1.43270752,139.8731,35.9571,143.282,38.325,7.3,8,400.73,Kanto Basin
283,acCHB0021103091145,CHB002,2011-03-09 11:45:00,training,33.65,33.75131348,32.50809814,0.101313477,-1.141901855,0.101313477,1.141901855,139.9024,35.7871,143.282,38.325,7.3,8,411.74,Kanto Basin
284,acCHB0031103091145,CHB003,2011-03-09 11:45:00,training,23.80800049,27.08951416,25.43552612,3.281513672,1.627525635,3.281513672,1.627525635,140.0577,35.7926,143.282,38.325,7.3,8,401.38,Kanto Basin
285,acCHB0061103091145,CHB006,2011-03-09 11:45:00,training,45.15299805,45.1357959,44.05272949,-0.017202148,-1.100268555,0.017202148,1.100268555,140.3073,35.779,143.282,38.325,7.3,8,387.04,Kanto Basin
286,acCHB0071103091145,CHB007,2011-03-09 11:45:00,training,43.90600098,45.5522998,42.02426025,1.646298828,-1.881740723,1.646298828,1.881740723,140.2246,35.7237,143.282,38.325,7.3,8,396.61,Kanto Basin
287,acCHB0101103091145,CHB010,2011-03-09 11:45:00,holdout_evaluation,35.765,43.01689453,43.51939941,7.251894531,7.754399414,7.251894531,7.754399414,140.5637,35.7086,143.282,38.325,7.3,8,377.96,Kanto Basin
288,acCHB0111103091145,CHB011,2011-03-09 11:45:00,training,79.50399902,73.68453125,73.52984375,-5.819467773,-5.974155273,5.819467773,5.974155273,140.4971,35.5877,143.282,38.325,7.3,8,392.23,Kanto Basin
289,acCHB0121103091145,CHB012,2011-03-09 11:45:00,training,83.39599609,82.26706055,78.91036377,-1.128935547,-4.485632324,1.128935547,4.485632324,140.3436,35.5721,143.282,38.325,7.3,8,402.3,Kanto Basin
290,acCHB0141103091145,CHB014,2011-03-09 11:45:00,training,92.36299805,87.66563477,91.85067139,-4.697363281,-0.51232666,4.697363281,0.51232666,140.0454,35.471,143.282,38.325,7.3,8,428.36,Kanto Basin
291,acCHB0151103091145,CHB015,2011-03-09 11:45:00,training,40.33100098,40.04481689,38.81446045,-0.286184082,-1.516540527,0.286184082,1.516540527,139.9199,35.3738,143.282,38.325,7.3,8,443.98,Kanto Basin
292,acCHB0171103091145,CHB017,2011-03-09 11:45:00,training,64.355,55.60345703,64.61012207,-8.751542969,0.25512207,8.751542969,0.25512207,140.0734,35.2976,143.282,38.325,7.3,8,441.42,Kanto Basin
293,acCHB0241103091145,CHB024,2011-03-09 11:45:00,training,67.79399902,54.91727539,59.08158203,-12.87672363,-8.712416992,12.87672363,8.712416992,140.0781,35.6337,143.282,38.325,7.3,8,412.92,Kanto Basin
294,acGNM0131103091145,GNM013,2011-03-09 11:45:00,training,31.1,32.03536377,29.08088379,0.93536377,-2.019116211,0.93536377,2.019116211,139.0174,36.3181,143.282,38.325,7.3,8,438.11,Kanto Basin
295,acIBR0091103091145,IBR009,2011-03-09 11:45:00,holdout_evaluation,63.00200195,66.90865234,61.32414673,3.906650391,-1.677855225,3.906650391,1.677855225,139.7037,36.185,143.282,38.325,7.3,8,396.08,Kanto Basin
296,acKNG0021103091145,KNG002,2011-03-09 11:45:00,training,46.12100098,49.54272461,44.19280518,3.421723633,-1.928195801,3.421723633,1.928195801,139.6334,35.4372,143.282,38.325,7.3,8,456.45,Kanto Basin
297,acSIT0021103091145,SIT002,2011-03-09 11:45:00,training,30.74100098,32.80484863,30.99293091,2.063847656,0.251929932,2.063847656,0.251929932,139.3888,36.1478,143.282,38.325,7.3,8,421.12,Kanto Basin
298,acSIT0031103091145,SIT003,2011-03-09 11:45:00,training,90.81400391,86.16441406,90.9805835,-4.649589844,0.16657959,4.649589844,0.16657959,139.6969,36.0721,143.282,38.325,7.3,8,404.4,Kanto Basin
299,acSIT0081103091145,SIT008,2011-03-09 11:45:00,training,29.79300049,33.21570801,32.79695923,3.42270752,3.00395874,3.42270752,3.00395874,139.7456,35.9829,143.282,38.325,7.3,8,407.43,Kanto Basin
300,acSIT0091103091145,SIT009,2011-03-09 11:45:00,training,19.42699951,18.09509888,19.87272461,-1.331900635,0.445725098,1.331900635,0.445725098,139.4826,35.9033,143.282,38.325,7.3,8,431.22,Kanto Basin
301,acSIT0101103091145,SIT010,2011-03-09 11:45:00,holdout_evaluation,63.37899902,93.53838867,94.02387207,30.15938965,30.64487305,30.15938965,30.64487305,139.6478,35.9071,143.282,38.325,7.3,8,419.6,Kanto Basin
302,acSIT0111103091145,SIT011,2011-03-09 11:45:00,training,27.75399902,31.16427246,26.96691162,3.410273437,-0.787087402,3.410273437,0.787087402,139.7214,35.8098,143.282,38.325,7.3,8,421.86,Kanto Basin
303,acTKY0041103091145,TKY004,2011-03-09 11:45:00,training,18.81,24.49641357,18.01199829,5.686413574,-0.798001709,5.686413574,0.798001709,139.4034,35.6301,143.282,38.325,7.3,8,456.54,Kanto Basin
304,acTKY0051103091145,TKY005,2011-03-09 11:45:00,training,32.71800049,45.15640625,39.78312012,12.43840576,7.065119629,12.43840576,7.065119629,139.4137,35.5798,143.282,38.325,7.3,8,459.63,Kanto Basin
305,acTKY0071103091145,TKY007,2011-03-09 11:45:00,training,81.38600098,79.18376953,82.40346436,-2.202231445,1.017463379,2.202231445,1.017463379,139.6864,35.7111,143.282,38.325,7.3,8,431.65,Kanto Basin
306,acCHB0171103111741,CHB017,2011-03-11 17:41:00,holdout_evaluation,50.84799805,53.97853516,52.71296021,3.130537109,1.864962158,3.130537109,1.864962158,140.0734,35.2976,141.32,37.42,6.1,27,261.06,Kanto Basin
307,acGNM0131103111741,GNM013,2011-03-11 17:41:00,training,33.90100098,34.49987793,32.70522461,0.598876953,-1.195776367,0.598876953,1.195776367,139.0174,36.3181,141.32,37.42,6.1,27,238.67,Kanto Basin
308,acSIT0091103111741,SIT009,2011-03-11 17:41:00,training,42.725,39.65012207,40.35674561,-3.07487793,-2.368254395,3.07487793,2.368254395,139.4826,35.9033,141.32,37.42,6.1,27,235.16,Kanto Basin
309,acSIT0131103111741,SIT013,2011-03-11 17:41:00,holdout_evaluation,50.23200195,44.34875977,46.59933838,-5.883242188,-3.632663574,5.883242188,3.632663574,139.4659,35.7966,141.32,37.42,6.1,27,244.88,Kanto Basin
310,acCHB0011103120359,CHB001,2011-03-12 03:59:00,training,41.69700195,42.73125488,42.37427002,1.03425293,0.677268066,1.03425293,0.677268066,139.8731,35.9571,138.6,36.98,6.7,8,160.92,Kanto Basin
311,acCHB0021103120359,CHB002,2011-03-12 03:59:00,training,39.83800049,38.43309814,37.49830566,-1.404902344,-2.339694824,1.404902344,2.339694824,139.9024,35.7871,138.6,36.98,6.7,8,176.6,Kanto Basin
312,acCHB0031103120359,CHB003,2011-03-12 03:59:00,training,44.73700195,29.23152832,28.57962769,-15.50547363,-16.15737427,15.50547363,16.15737427,140.0577,35.7926,138.6,36.98,6.7,8,185.63,Kanto Basin
313,acCHB0061103120359,CHB006,2011-03-12 03:59:00,training,31.99800049,28.98794922,32.33317139,-3.01005127,0.335170898,3.01005127,0.335170898,140.3073,35.779,138.6,36.98,6.7,8,202.96,Kanto Basin
314,acCHB0071103120359,CHB007,2011-03-12 03:59:00,training,51.84399902,43.61145508,51.22962646,-8.232543945,-0.614372559,8.232543945,0.614372559,140.2246,35.7237,138.6,36.98,6.7,8,201.69,Kanto Basin
315,acCHB0081103120359,CHB008,2011-03-12 03:59:00,training,37.935,34.96019531,35.83775391,-2.974804688,-2.097246094,2.974804688,2.097246094,139.9027,35.6556,138.6,36.98,6.7,8,187.9,Kanto Basin
316,acCHB0091103120359,CHB009,2011-03-12 03:59:00,training,30.40699951,31.55571777,29.093125,1.148718262,-1.313874512,1.148718262,1.313874512,140.2378,35.5871,138.6,36.98,6.7,8,213.39,Kanto Basin
317,acCHB0101103120359,CHB010,2011-03-12 03:59:00,holdout_evaluation,27.715,42.80605469,39.22885742,15.09105469,11.51385742,15.09105469,11.51385742,140.5637,35.7086,138.6,36.98,6.7,8,225.64,Kanto Basin
318,acCHB0111103120359,CHB011,2011-03-12 03:59:00,training,39.03,42.25751465,38.90041504,3.227514648,-0.129584961,3.227514648,0.129584961,140.4971,35.5877,138.6,36.98,6.7,8,229.95,Kanto Basin
319,acCHB0121103120359,CHB012,2011-03-12 03:59:00,training,54.64,56.10575195,54.84730103,1.465751953,0.207301025,1.465751953,0.207301025,140.3436,35.5721,138.6,36.98,6.7,8,221.21,Kanto Basin
320,acCHB0131103120359,CHB013,2011-03-12 03:59:00,training,79.43299805,73.02428223,77.87697266,-6.40871582,-1.556025391,6.40871582,1.556025391,140.2892,35.4294,138.6,36.98,6.7,8,229.55,Kanto Basin
321,acCHB0141103120359,CHB014,2011-03-12 03:59:00,holdout_evaluation,73.745,67.40632813,69.70583984,-6.338671875,-4.039160156,6.338671875,4.039160156,140.0454,35.471,138.6,36.98,6.7,8,212.04,Kanto Basin
322,acCHB0151103120359,CHB015,2011-03-12 03:59:00,training,50.76799805,40.22514404,52.68518555,-10.542854,1.9171875,10.542854,1.9171875,139.9199,35.3738,138.6,36.98,6.7,8,214.31,Kanto Basin
323,acCHB0171103120359,CHB017,2011-03-12 03:59:00,training,68.28299805,68.85838867,67.88367676,0.575390625,-0.399321289,0.575390625,0.399321289,140.0734,35.2976,138.6,36.98,6.7,8,229.13,Kanto Basin
324,acCHB0241103120359,CHB024,2011-03-12 03:59:00,training,59.31700195,51.48062012,54.72043457,-7.836381836,-4.596567383,7.836381836,4.596567383,140.0781,35.6337,138.6,36.98,6.7,8,199.88,Kanto Basin
325,acGNM0081103120359,GNM008,2011-03-12 03:59:00,training,40.03,36.37049316,33.86636719,-3.659506836,-6.163632812,3.659506836,6.163632812,139.1368,36.3479,138.6,36.98,6.7,8,85.04,Kanto Basin
326,acGNM0131103120359,GNM013,2011-03-12 03:59:00,training,32.54600098,31.38865234,31.56482666,-1.157348633,-0.981174316,1.157348633,0.981174316,139.0174,36.3181,138.6,36.98,6.7,8,82.48,Kanto Basin
327,acKNG0011103120359,KNG001,2011-03-12 03:59:00,training,40.10100098,37.77262207,40.48473389,-2.328378906,0.38373291,2.328378906,0.38373291,139.7061,35.5291,138.6,36.98,6.7,8,189.38,Kanto Basin
328,acKNG0021103120359,KNG002,2011-03-12 03:59:00,training,39.84199951,41.0520459,39.47873047,1.210046387,-0.363269043,1.210046387,0.363269043,139.6334,35.4372,138.6,36.98,6.7,8,195.0,Kanto Basin
329,acSIT0011103120359,SIT001,2011-03-12 03:59:00,training,35.74100098,35.51471191,33.90575684,-0.226289063,-1.835244141,0.226289063,1.835244141,139.1938,36.2431,138.6,36.98,6.7,8,97.59,Kanto Basin
330,acSIT0021103120359,SIT002,2011-03-12 03:59:00,holdout_evaluation,42.92399902,35.83046875,41.49824707,-7.093530273,-1.425751953,7.093530273,1.425751953,139.3888,36.1478,138.6,36.98,6.7,8,116.3,Kanto Basin
331,acSIT0031103120359,SIT003,2011-03-12 03:59:00,training,63.99799805,53.9307959,46.29317261,-10.06720215,-17.70482544,10.06720215,17.70482544,139.6969,36.0721,138.6,36.98,6.7,8,140.7,Kanto Basin
332,acSIT0081103120359,SIT008,2011-03-12 03:59:00,training,31.46800049,28.95605957,29.68128174,-2.511940918,-1.78671875,2.511940918,1.78671875,139.7456,35.9829,138.6,36.98,6.7,8,150.94,Kanto Basin
333,acSIT0091103120359,SIT009,2011-03-12 03:59:00,training,27.36800049,25.21742676,25.41769531,-2.15057373,-1.950305176,2.15057373,1.950305176,139.4826,35.9033,138.6,36.98,6.7,8,143.41,Kanto Basin
334,acSIT0101103120359,SIT010,2011-03-12 03:59:00,training,52.87899902,45.305625,53.0531543,-7.573374023,0.174155273,7.573374023,0.174155273,139.6478,35.9071,138.6,36.98,6.7,8,151.71,Kanto Basin
335,acSIT0131103120359,SIT013,2011-03-12 03:59:00,training,43.525,36.65962646,41.53146484,-6.865373535,-1.993535156,6.865373535,1.993535156,139.4659,35.7966,138.6,36.98,6.7,8,152.72,Kanto Basin
336,acTKY0041103120359,TKY004,2011-03-12 03:59:00,training,33.19300049,37.87781738,36.26393555,4.684816895,3.070935059,4.684816895,3.070935059,139.4034,35.6301,138.6,36.98,6.7,8,166.47,Kanto Basin
337,acTKY0051103120359,TKY005,2011-03-12 03:59:00,training,39.98800049,39.32354248,43.00517334,-0.664458008,3.017172852,0.664458008,3.017172852,139.4137,35.5798,138.6,36.98,6.7,8,171.93,Kanto Basin
338,acTKY0061103120359,TKY006,2011-03-12 03:59:00,training,27.54100098,26.00369873,27.11363281,-1.537302246,-0.427368164,1.537302246,0.427368164,139.5028,35.6989,138.6,36.98,6.7,8,163.8,Kanto Basin
339,acTKY0071103120359,TKY007,2011-03-12 03:59:00,training,59.125,44.31880859,52.6999707,-14.80619141,-6.425029297,14.80619141,6.425029297,139.6864,35.7111,138.6,36.98,6.7,8,171.39,Kanto Basin
340,acCHB0011103122215,CHB001,2011-03-12 22:15:00,training,33.65800049,35.60137695,33.05850586,1.943376465,-0.599494629,1.943376465,0.599494629,139.8731,35.9571,141.428,37.194,6.2,40,195.43,Kanto Basin
341,acCHB0091103122215,CHB009,2011-03-12 22:15:00,training,26.54800049,26.44418701,29.36313477,-0.103813477,2.815134277,0.103813477,2.815134277,140.2378,35.5871,141.428,37.194,6.2,40,208.02,Kanto Basin
342,acCHB0101103122215,CHB010,2011-03-12 22:15:00,training,58.745,58.68499512,58.99436768,-0.060004883,0.249367676,0.060004883,0.249367676,140.5637,35.7086,141.428,37.194,6.2,40,182.36,Kanto Basin
343,acCHB0121103122215,CHB012,2011-03-12 22:15:00,training,67.26799805,69.83584961,68.8246875,2.567851563,1.556689453,2.567851563,1.556689453,140.3436,35.5721,141.428,37.194,6.2,40,204.81,Kanto Basin
344,acCHB0131103122215,CHB013,2011-03-12 22:15:00,holdout_evaluation,38.50800049,42.93703125,40.08993042,4.429030762,1.581929932,4.429030762,1.581929932,140.2892,35.4294,141.428,37.194,6.2,40,221.16,Kanto Basin
345,acCHB0141103122215,CHB014,2011-03-12 22:15:00,holdout_evaluation,39.08300049,77.4690918,80.06812988,38.38609131,40.98512939,38.38609131,40.98512939,140.0454,35.471,141.428,37.194,6.2,40,228.13,Kanto Basin
346,acCHB0171103122215,CHB017,2011-03-12 22:15:00,holdout_evaluation,34.805,44.13375,38.50443848,9.32875,3.699438477,9.32875,3.699438477,140.0734,35.2976,141.428,37.194,6.2,40,243.35,Kanto Basin
347,acGNM0131103122215,GNM013,2011-03-12 22:15:00,training,41.00299805,37.33920166,39.99163574,-3.663796387,-1.011362305,3.663796387,1.011362305,139.0174,36.3181,141.428,37.194,6.2,40,235.8,Kanto Basin
348,acSIT0011103122215,SIT001,2011-03-12 22:15:00,training,19.715,18.02710938,19.24289063,-1.687890625,-0.472109375,1.687890625,0.472109375,139.1938,36.2431,141.428,37.194,6.2,40,225.46,Kanto Basin
349,acSIT0021103122215,SIT002,2011-03-12 22:15:00,training,21.73199951,27.51681396,26.04946777,5.784814453,4.317468262,5.784814453,4.317468262,139.3888,36.1478,141.428,37.194,6.2,40,215.88,Kanto Basin
350,acSIT0091103122215,SIT009,2011-03-12 22:15:00,training,22.59899902,27.28842773,24.15889648,4.689428711,1.559897461,4.689428711,1.559897461,139.4826,35.9033,141.428,37.194,6.2,40,225.37,Kanto Basin
351,acSIT0101103122215,SIT010,2011-03-12 22:15:00,training,66.19100098,63.30711426,62.9400415,-2.883886719,-3.250959473,2.883886719,3.250959473,139.6478,35.9071,141.428,37.194,6.2,40,213.92,Kanto Basin
352,acSIT0111103122215,SIT011,2011-03-12 22:15:00,holdout_evaluation,30.02399902,36.00737305,35.07467041,5.983374023,5.050671387,5.983374023,5.050671387,139.7214,35.8098,141.428,37.194,6.2,40,216.69,Kanto Basin
353,acSIT0131103122215,SIT013,2011-03-12 22:15:00,holdout_evaluation,42.24200195,32.35928955,38.23573486,-9.882712402,-4.00626709,9.882712402,4.00626709,139.4659,35.7966,141.428,37.194,6.2,40,234.31,Kanto Basin
354,acTKY0071103122215,TKY007,2011-03-12 22:15:00,holdout_evaluation,55.48399902,34.41502441,33.37712402,-21.06897461,-22.106875,21.06897461,22.106875,139.6864,35.7111,141.428,37.194,6.2,40,226.82,Kanto Basin
355,acCHB0031103131026,CHB003,2011-03-13 10:26:00,training,41.365,40.42489502,41.3528125,-0.94010498,-0.0121875,0.94010498,0.0121875,140.0577,35.7926,141.9,35.8,6.4,10,166.16,Kanto Basin
356,acCHB0061103131026,CHB006,2011-03-13 10:26:00,training,34.03300049,34.88507813,36.51154053,0.852077637,2.478540039,0.852077637,2.478540039,140.3073,35.779,141.9,35.8,6.4,10,143.68,Kanto Basin
357,acCHB0081103131026,CHB008,2011-03-13 10:26:00,training,77.12,56.6149707,57.22555664,-20.5050293,-19.89444336,20.5050293,19.89444336,139.9027,35.6556,141.9,35.8,6.4,10,181.0,Kanto Basin
358,acCHB0111103131026,CHB011,2011-03-13 10:26:00,training,45.24700195,41.22787598,45.2172998,-4.019125977,-0.029702148,4.019125977,0.029702148,140.4971,35.5877,141.9,35.8,6.4,10,128.87,Kanto Basin
359,acCHB0121103131026,CHB012,2011-03-13 10:26:00,training,63.71700195,61.26017578,65.39589355,-2.456826172,1.678891602,2.456826172,1.678891602,140.3436,35.5721,141.9,35.8,6.4,10,142.83,Kanto Basin
360,acCHB0141103131026,CHB014,2011-03-13 10:26:00,training,63.84100098,65.44959961,62.56558472,1.608598633,-1.27541626,1.608598633,1.27541626,140.0454,35.471,141.9,35.8,6.4,10,171.55,Kanto Basin
361,acCHB0151103131026,CHB015,2011-03-13 10:26:00,training,49.41,52.46604492,43.21690186,3.056044922,-6.193098145,3.056044922,6.193098145,139.9199,35.3738,141.9,35.8,6.4,10,185.22,Kanto Basin
362,acCHB0221103131026,CHB022,2011-03-13 10:26:00,training,31.00399902,27.3474707,31.53219727,-3.65652832,0.528198242,3.65652832,0.528198242,139.8555,35.3033,141.9,35.8,6.4,10,193.03,Kanto Basin
363,acCHB0241103131026,CHB024,2011-03-13 10:26:00,training,70.85600098,68.56503906,69.64058594,-2.290961914,-1.215415039,2.290961914,1.215415039,140.0781,35.6337,141.9,35.8,6.4,10,165.52,Kanto Basin
364,acGNM0081103131026,GNM008,2011-03-13 10:26:00,training,19.59599976,18.79999756,26.51854492,-0.796002197,6.922545166,0.796002197,6.922545166,139.1368,36.3479,141.9,35.8,6.4,10,255.69,Kanto Basin
365,acIBR0091103131026,IBR009,2011-03-13 10:26:00,training,44.95,44.40793945,40.88626953,-0.542060547,-4.063730469,0.542060547,4.063730469,139.7037,36.185,141.9,35.8,6.4,10,202.17,Kanto Basin
366,acKNG0011103131026,KNG001,2011-03-13 10:26:00,training,24.09600098,24.75450195,23.24211792,0.658500977,-0.853883057,0.658500977,0.853883057,139.7061,35.5291,141.9,35.8,6.4,10,200.47,Kanto Basin
367,acKNG0021103131026,KNG002,2011-03-13 10:26:00,training,44.51299805,47.11022461,44.3659314,2.597226563,-0.14706665,2.597226563,0.14706665,139.6334,35.4372,141.9,35.8,6.4,10,208.81,Kanto Basin
368,acSIT0031103131026,SIT003,2011-03-13 10:26:00,training,57.19799805,61.9712207,57.52853027,4.773222656,0.330532227,4.773222656,0.330532227,139.6969,36.0721,141.9,35.8,6.4,10,200.64,Kanto Basin
369,acSIT0081103131026,SIT008,2011-03-13 10:26:00,training,36.855,35.47688477,35.88514648,-1.378115234,-0.969853516,1.378115234,0.969853516,139.7456,35.9829,141.9,35.8,6.4,10,195.13,Kanto Basin
370,acSIT0111103131026,SIT011,2011-03-13 10:26:00,training,30.89699951,29.49847412,31.66913574,-1.398525391,0.77213623,1.398525391,0.77213623,139.7214,35.8098,141.9,35.8,6.4,10,196.47,Kanto Basin
371,acCHB0011103141002,CHB001,2011-03-14 10:02:00,training,39.84300049,38.46066406,39.55783203,-1.382336426,-0.285168457,1.382336426,0.285168457,139.8731,35.9571,141.128,36.455,6.2,32,125.47,Kanto Basin
372,acCHB0031103141002,CHB003,2011-03-14 10:02:00,training,37.08100098,41.04915039,39.91989258,3.968149414,2.838891602,3.968149414,2.838891602,140.0577,35.7926,141.128,36.455,6.2,32,121.1,Kanto Basin
